id,place_name,district,place_type,city,latitude,longitude,distance_from_vijayawada_km,distance_from_visakhapatnam_km,distance_from_tirupati_km,estimated_travel_time_hours,best_season,crowd_level,average_visit_duration_hours,entry_fee_inr,rating
22676,Visakhapatnam,Visakhapatnam,Famous City,Visakhapatnam,17.6868,83.2185,328.9,0.0,639.7,0.0,June-September,Medium,4.9,0,3.6
22677,Srisailam,Nandyal,Famous City,Srisailam,16.072,78.8682,234.4,596.8,305.8,6.0,June-September,Low,1.8,0,4.0
22678,Kolleru Lake Tourism Zone,Eluru,Lake,Eluru,16.639047,81.220915,77.6,259.9,456.3,1.8,December-February,High,4.3,10,4.4
22679,Undavalli Caves Area,NTR,Caves,Vijayawada,16.465997,80.543851,12.6,358.6,416.2,0.3,October-March,Low,1.1,30,3.7
22680,Vizianagaram Fort View,Vizianagaram,Fort,Vizianagaram,18.114464,83.418934,429.7,61.6,792.2,1.4,October-March,Very High,3.8,50,3.6
22681,Kanaka Durga Temple Area,NTR,Famous City,Vijayawada,16.50237,80.603665,5.6,330.4,418.0,0.1,Year Round,Very High,5.0,0,4.5
22682,Panakala Narasimha Swamy Temple,Guntur,Temple,Mangalagiri,16.454852,80.548283,12.8,385.9,358.8,0.2,Year Round,Low,2.0,0,3.7
22683,Prakasam Barrage Point,NTR,Landmark,Vijayawada,16.496084,80.602502,6.0,370.2,400.0,0.1,December-February,Very High,4.4,0,4.1
22684,Talakona Waterfalls Point,Tirupati,Waterfall,Tirupati,13.801911,79.101841,398.1,703.6,42.1,0.8,Year Round,Very High,3.4,0,4.4
22685,Nandyal,Nandyal,Famous City,Nandyal,15.4786,78.4836,276.9,638.2,251.9,5.9,June-September,Low,3.4,0,4.8
22686,Prakasam Barrage Tourism Zone,NTR,Landmark,Vijayawada,16.503222,80.594655,6.7,333.5,427.3,0.1,October-March,Low,4.5,0,3.4
22687,Rajamahendravaram,East Godavari,Famous City,Rajamahendravaram,17.0005,81.804,165.8,183.2,519.1,3.1,October-March,High,4.5,0,4.3
22688,Pulicat Lake Point,Tirupati,Lake/Wildlife,Sullurpeta,13.564087,80.050603,384.3,602.9,79.1,1.4,July-October,Medium,3.8,200,4.6
22689,Srikakulam,Srikakulam,Famous City,Srikakulam,18.2949,83.8938,447.2,108.9,807.4,2.0,October-March,Low,3.3,0,3.7
22690,Amaravati,Palnadu,Heritage,Amaravati,16.558123,80.336087,42.2,371.7,388.5,1.0,Year Round,Low,3.6,150,4.9
22691,Papikondalu Area,Alluri Sitharama Raju,Nature,Rajamahendravaram,17.410278,81.700593,177.2,202.2,581.1,3.5,December-February,Medium,5.3,0,4.8
22692,Kolleru Lake Area,Eluru,Lake,Eluru,16.625801,81.225378,72.8,260.4,434.5,1.3,July-October,Medium,5.6,150,3.5
22693,Madanapalle,Annamayya,Famous City,Madanapalle,13.55,78.5,436.1,756.3,124.3,2.5,November-February,High,5.2,0,4.3
22694,Panakala Narasimha Swamy Temple Point,Guntur,Beach,Mangalagiri,16.422894,80.578257,13.3,366.2,377.9,0.2,November-February,Low,5.8,0,3.3
22695,Talakona Waterfalls Area,Tirupati,Waterfall,Tirupati,13.775624,79.125918,366.8,732.5,41.0,1.1,July-October,High,2.9,20,4.4
22696,Kadapa,YSR Kadapa,Famous City,Kadapa,14.4673,78.8242,358.6,643.3,129.4,2.8,Year Round,Medium,1.7,0,3.3
22697,Borra Caves Region,Alluri Sitharama Raju,Viewpoint,Araku,18.307283,83.068856,364.0,75.7,702.2,1.5,October-March,Very High,1.1,0,3.6
22698,Vizianagaram,Vizianagaram,Famous City,Vizianagaram,18.1067,83.3956,394.9,58.5,707.0,1.1,June-September,Low,5.6,0,4.3
22699,Kadapa,YSR Kadapa,Famous City,Kadapa,14.4673,78.8242,325.8,654.2,121.8,2.2,October-March,High,1.9,0,3.8
22700,Rajamahendravaram,East Godavari,Famous City,Rajamahendravaram,17.0005,81.804,160.9,181.0,550.0,2.9,November-February,High,5.5,0,4.2
22701,Guntur,Guntur,Famous City,Guntur,16.3067,80.4365,35.1,371.4,379.0,0.9,July-October,Very High,4.0,0,4.7
22702,Srikakulam,Srikakulam,Famous City,Srikakulam,18.2949,83.8938,461.7,110.5,758.5,2.6,Year Round,Medium,5.2,0,3.3
22703,Madanapalle,Annamayya,Famous City,Madanapalle,13.55,78.5,479.4,817.2,117.5,3.0,November-February,High,2.6,0,3.7
22704,Anantapur,Anantapur,Famous City,Anantapur,14.6819,77.6006,477.7,729.0,264.3,6.4,December-February,Low,4.5,0,4.7
22705,Yarada Beach Tourism Zone,Visakhapatnam,Beach,Visakhapatnam,17.646947,83.255478,371.4,6.5,734.3,0.1,November-February,Very High,3.3,0,4.1
22706,Kurnool,Kurnool,Famous City,Kurnool,15.8281,78.0373,306.5,653.0,335.9,6.1,Year Round,Medium,3.9,0,3.6
22707,Anantapur,Anantapur,Famous City,Anantapur,14.6819,77.6006,480.1,747.5,276.0,5.5,November-February,Very High,1.0,0,3.7
22708,Gandikota Fort,YSR Kadapa,Fort,Gandikota,14.805737,78.282124,337.5,685.5,199.7,4.0,June-September,Medium,1.2,200,3.8
22709,Chittoor,Chittoor,Famous City,Chittoor,13.2172,79.1003,467.8,708.3,65.9,1.6,December-February,Very High,4.3,0,4.7
22710,Arasavalli Sun Temple Region,Srikakulam,Temple,Arasavalli,18.301726,83.879686,433.5,121.2,820.3,2.2,November-February,Very High,3.5,20,4.3
22711,Amaravati Point,Palnadu,Heritage,Amaravati,16.582793,80.391305,34.5,396.8,384.8,0.6,July-October,Low,5.4,150,4.2
22712,Nandyal,Nandyal,Famous City,Nandyal,15.4786,78.4836,281.5,626.8,265.1,6.1,July-October,High,1.5,0,5.0
22713,Guntur,Guntur,Famous City,Guntur,16.3067,80.4365,33.5,415.3,345.4,0.6,Year Round,Low,2.0,0,4.6
22714,Coringa Wildlife Sanctuary View,Kakinada,Temple,Kakinada,16.863256,82.280119,220.7,154.5,523.8,3.2,June-September,Very High,3.7,150,5.0
22715,Guntur,Guntur,Famous City,Guntur,16.3067,80.4365,36.8,380.7,371.7,0.7,Year Round,Very High,4.9,0,3.5
22716,Rishikonda Beach Tourism Zone,Visakhapatnam,Waterfall,Visakhapatnam,17.790012,83.384905,370.3,22.5,746.3,0.4,October-March,Very High,3.6,50,3.4
22717,Kailasagiri View,Visakhapatnam,Fort,Visakhapatnam,17.750523,83.337325,356.8,18.0,735.6,0.4,July-October,Very High,1.9,150,4.7
22718,Bhavani Island Region,NTR,Tourist Place,Vijayawada,16.529667,80.607951,5.8,377.0,389.1,0.1,December-February,Very High,2.1,30,3.5
22719,Chittoor,Chittoor,Famous City,Chittoor,13.2172,79.1003,483.9,734.7,68.8,1.3,June-September,Very High,3.2,0,4.0
22720,Amaravati,Palnadu,Heritage,Amaravati,16.55965,80.38182,32.1,346.7,384.4,0.6,October-March,Low,2.6,10,3.6
22721,Araku Valley View,Alluri Sitharama Raju,Temple,Araku,18.299005,82.905973,353.0,90.9,696.2,2.1,July-October,High,2.3,100,4.6
22722,Papikondalu View,Alluri Sitharama Raju,Viewpoint,Rajamahendravaram,17.444296,81.762383,169.3,195.5,555.6,3.9,December-February,Medium,4.3,0,4.2
22723,Lambasingi,Alluri Sitharama Raju,Hill Station,Lambasingi,17.896559,82.574841,269.9,85.6,616.8,1.8,December-February,Medium,2.9,200,3.4
22724,Machilipatnam,Krishna,Famous City,Machilipatnam,16.1875,81.1389,67.8,310.8,415.7,1.3,October-March,Medium,2.8,0,4.5
22725,Rajamahendravaram,East Godavari,Famous City,Rajamahendravaram,17.0005,81.804,145.3,197.2,566.1,2.5,October-March,High,1.4,0,4.7
22726,Srisailam,Nandyal,Famous City,Srisailam,16.072,78.8682,212.1,560.7,323.8,4.2,October-March,Low,1.3,0,4.9
22727,Vijayawada,NTR,Famous City,Vijayawada,16.5062,80.648,0.0,354.8,423.4,0.0,December-February,Very High,5.1,0,4.8
22728,Kurnool,Kurnool,Famous City,Kurnool,15.8281,78.0373,329.7,678.6,315.7,6.0,Year Round,Very High,5.0,0,4.1
22729,Srikakulam,Srikakulam,Famous City,Srikakulam,18.2949,83.8938,492.0,113.7,746.1,2.0,Year Round,Very High,3.2,0,4.6
22730,Tirupati,Tirupati,Famous City,Tirupati,13.6288,79.4192,409.5,671.3,0.0,0.0,December-February,High,4.7,0,3.9
22731,Veerabhadra Temple,Sri Sathya Sai,Temple,Lepakshi,13.819583,77.59248,501.7,815.6,236.7,4.2,December-February,Medium,3.0,200,4.5
22732,Srisailam,Nandyal,Famous City,Srisailam,16.072,78.8682,206.5,530.0,312.9,3.7,October-March,Low,4.1,0,4.9
22733,Guntur,Guntur,Famous City,Guntur,16.3067,80.4365,35.4,398.9,358.9,0.9,October-March,High,4.2,0,4.5
22734,Coringa Wildlife Sanctuary Tourism Zone,Kakinada,Temple,Kakinada,16.842291,82.227642,190.1,157.0,534.9,2.7,June-September,Low,4.8,30,4.9
22735,Kondapalli Fort Point,NTR,Fort,Kondapalli,16.608307,80.538302,20.1,355.2,409.2,0.5,July-October,Very High,5.8,100,4.3
22736,Gandikota Fort Area,YSR Kadapa,Tourist Place,Gandikota,14.829264,78.272711,337.8,709.0,227.3,4.5,Year Round,Very High,5.3,20,4.5
22737,Belum Caves Area,Nandyal,Wildlife,Belum,15.127607,78.09225,366.5,738.5,245.2,5.6,July-October,Very High,5.8,20,4.7
22738,Chittoor,Chittoor,Famous City,Chittoor,13.2172,79.1003,437.5,739.1,70.9,1.6,October-March,Low,6.0,0,3.2
22739,Undavalli Caves Point,NTR,Caves,Vijayawada,16.496683,80.563408,10.2,341.0,395.5,0.3,December-February,Medium,1.5,20,3.2
22740,Amaravati Tourism Zone,Palnadu,Heritage,Amaravati,16.556801,80.348895,39.4,398.8,405.1,1.0,November-February,Low,1.3,0,4.7
22741,Arasavalli Sun Temple Area,Srikakulam,Lake,Arasavalli,18.273466,83.922641,442.4,114.2,769.3,2.8,July-October,High,2.4,150,4.0
22742,Borra Caves Area,Alluri Sitharama Raju,Caves,Araku,18.305107,83.073523,376.1,76.7,725.9,1.5,December-February,Medium,3.9,150,3.8
22743,Kolleru Lake View,Eluru,Lake,Eluru,16.676816,81.195524,72.0,256.0,485.1,1.4,November-February,Very High,1.4,100,3.5
22744,Mypadu Beach Point,SPSR Nellore,Beach,Nellore,14.589216,80.082495,264.8,538.0,147.8,3.0,December-February,Very High,2.6,0,4.0
22745,Kanipakam Temple Point,Chittoor,Temple,Kanipakam,13.249777,79.130288,486.8,709.2,56.2,1.4,Year Round,Medium,4.2,10,4.7
22746,Tirumala Venkateswara Temple Tourism Zone,Tirupati,Wildlife,Tirupati,13.660476,79.339808,419.1,722.3,10.0,0.2,July-October,Very High,4.2,10,4.5
22747,Uppada Beach,Kakinada,Beach,Uppada,16.828488,82.219973,207.7,152.3,519.3,3.5,December-February,Medium,2.8,0,4.3
22748,Lambasingi Region,Alluri Sitharama Raju,Hill Station,Lambasingi,17.85505,82.584294,310.2,79.3,609.3,1.6,December-February,Medium,5.8,10,4.7
22749,Kanaka Durga Temple Point,NTR,Temple,Vijayawada,16.499601,80.647802,0.8,344.0,404.7,0.0,Year Round,Very High,5.5,200,4.4
22750,Nandyal,Nandyal,Famous City,Nandyal,15.4786,78.4836,303.7,590.9,260.7,4.5,December-February,Low,3.7,0,3.8
22751,Tirumala Venkateswara Temple View,Tirupati,Temple,Tirupati,13.677486,79.332184,374.8,702.9,12.6,0.3,June-September,High,1.3,100,3.5
22752,Srikakulam,Srikakulam,Famous City,Srikakulam,18.2949,83.8938,428.4,121.3,833.6,2.8,November-February,Low,1.2,0,3.3
22753,Machilipatnam,Krishna,Famous City,Machilipatnam,16.1875,81.1389,74.7,304.9,383.9,1.5,July-October,Very High,5.5,0,4.9
22754,Vizianagaram Fort,Vizianagaram,Fort,Vizianagaram,18.122203,83.372929,406.0,55.6,770.9,1.3,October-March,Very High,1.7,50,3.9
22755,Guntur,Guntur,Famous City,Guntur,16.3067,80.4365,37.1,360.8,359.1,0.8,November-February,Low,2.3,0,4.8
22756,Borra Caves,Alluri Sitharama Raju,Caves,Araku,18.256064,83.024306,336.4,78.4,773.4,1.8,July-October,Low,5.5,150,4.1
22757,Horsley Hills,Annamayya,Hill Station,Madanapalle,13.682204,78.383785,435.5,744.5,119.8,2.2,June-September,High,5.9,100,4.6
22758,Ongole,Prakasam,Famous City,Ongole,15.5057,80.0499,143.1,497.1,235.7,2.6,July-October,Medium,5.4,0,3.8
22759,Belum Caves Tourism Zone,Nandyal,Caves,Belum,15.116408,78.112304,349.2,716.5,230.1,5.8,November-February,Medium,4.2,150,4.4
22760,Tirupati,Tirupati,Famous City,Tirupati,13.6288,79.4192,398.6,665.1,0.0,0.0,October-March,High,4.2,0,4.4
22761,Srikakulam,Srikakulam,Famous City,Srikakulam,18.2949,83.8938,482.0,116.2,742.9,2.3,November-February,Very High,3.6,0,3.7
22762,Chittoor,Chittoor,Famous City,Chittoor,13.2172,79.1003,499.3,816.6,68.1,1.4,Year Round,Medium,4.1,0,4.3
22763,Draksharamam Temple Area,Kakinada,Temple,Draksharamam,16.770705,82.232661,209.7,163.4,523.6,4.2,July-October,High,2.5,0,4.3
22764,Vijayawada,NTR,Famous City,Vijayawada,16.5062,80.648,0.0,355.8,411.0,0.0,June-September,Low,3.0,0,3.4
22765,Rishikonda Beach,Visakhapatnam,Nature,Visakhapatnam,17.784322,83.411919,402.3,24.4,780.1,0.5,December-February,Very High,5.1,0,4.8
22766,Amaralingeswara Temple Tourism Zone,Palnadu,Temple,Amaravati,16.563368,80.366994,34.2,393.3,400.6,0.6,June-September,Medium,2.7,150,3.2
22767,Annavaram Satyanarayana Temple Tourism Zone,Kakinada,Temple,Annavaram,17.683401,82.982468,340.9,31.2,717.0,0.6,October-March,Medium,1.4,50,3.4
22768,Dwaraka Tirumala Temple Area,Eluru,Temple,Dwaraka Tirumala,16.965665,81.264009,90.8,278.0,478.8,2.1,Year Round,Very High,2.4,30,3.9
22769,Srikakulam,Srikakulam,Famous City,Srikakulam,18.2949,83.8938,452.4,110.3,812.4,2.8,October-March,Low,1.5,0,4.4
22770,Eluru,Eluru,Famous City,Eluru,16.7107,81.0952,55.4,276.5,433.2,1.1,June-September,Low,1.6,0,3.5
22771,Ongole,Prakasam,Famous City,Ongole,15.5057,80.0499,153.4,441.3,258.4,3.7,July-October,Very High,2.2,0,4.1
22772,Papikondalu Tourism Zone,Alluri Sitharama Raju,Nature,Rajamahendravaram,17.406298,81.73923,176.7,183.4,587.5,3.9,July-October,High,3.4,0,3.6
22773,Kondapalli Fort View,NTR,Fort,Kondapalli,16.591772,80.507788,21.5,358.5,427.5,0.4,July-October,Medium,3.5,30,4.3
22774,Kolleru Lake Area,Eluru,Lake,Eluru,16.653865,81.202227,69.0,282.3,479.3,1.3,July-October,Medium,3.9,10,4.5
22775,Amaravati,Palnadu,Famous City,Amaravati,16.572,80.3575,34.3,353.1,414.5,0.8,October-March,Medium,1.1,0,4.5
22776,Mypadu Beach,SPSR Nellore,Beach,Nellore,14.582684,80.052642,247.6,553.0,134.9,2.6,June-September,High,5.7,0,4.0
22777,Bhavani Island View,NTR,Tourist Place,Vijayawada,16.489305,80.601685,6.2,350.6,374.8,0.1,Year Round,Very High,3.5,100,3.7
22778,Visakhapatnam,Visakhapatnam,Famous City,Visakhapatnam,17.6868,83.2185,337.7,0.0,693.6,0.0,June-September,Medium,3.4,0,3.9
22779,Visakhapatnam,Visakhapatnam,Famous City,Visakhapatnam,17.6868,83.2185,335.3,0.0,678.2,0.0,Year Round,Very High,4.4,0,4.8
22780,Madanapalle,Annamayya,Famous City,Madanapalle,13.55,78.5,438.7,752.1,106.7,2.4,June-September,High,2.0,0,4.2
22781,Araku Valley Point,Alluri Sitharama Raju,Wildlife,Araku,18.31494,82.900853,365.3,81.4,776.0,2.0,Year Round,Low,4.1,100,4.8
22782,Nellore,SPSR Nellore,Famous City,Nellore,14.4426,79.9865,257.1,546.9,133.8,2.5,June-September,Medium,3.6,0,4.8
22783,Coringa Wildlife Sanctuary Region,Kakinada,Temple,Kakinada,16.840128,82.272949,201.2,163.6,516.5,3.9,July-October,Very High,5.8,100,3.7
22784,Lambasingi Region,Alluri Sitharama Raju,Hill Station,Lambasingi,17.858948,82.540149,283.8,92.9,635.8,2.3,November-February,High,4.8,10,3.9
22785,Anantapur,Anantapur,Famous City,Anantapur,14.6819,77.6006,469.1,804.7,254.6,5.8,December-February,Low,4.4,0,3.4
22786,Uppada Beach Point,Kakinada,Beach,Uppada,16.798778,82.249572,201.9,151.0,552.0,2.9,June-September,High,1.4,0,4.3
22787,Kolleru Lake,Eluru,Caves,Eluru,16.676521,81.199597,75.1,267.2,481.1,1.4,June-September,Low,4.0,0,3.7
22788,Rajamahendravaram,East Godavari,Famous City,Rajamahendravaram,17.0005,81.804,156.3,181.4,514.8,3.0,June-September,High,2.8,0,4.8
22789,Srikakulam,Srikakulam,Famous City,Srikakulam,18.2949,83.8938,433.6,103.5,862.7,1.9,Year Round,High,3.6,0,3.7
22790,Veerabhadra Temple Region,Sri Sathya Sai,Temple,Lepakshi,13.81575,77.617406,479.9,795.4,226.8,4.6,Year Round,Low,1.7,0,3.4
22791,Simhachalam Temple Point,Visakhapatnam,Temple,Visakhapatnam,17.798452,83.267437,365.4,14.3,660.8,0.4,June-September,Very High,1.1,200,3.3
22792,Nandyal,Nandyal,Famous City,Nandyal,15.4786,78.4836,283.8,609.2,256.6,4.6,Year Round,High,5.1,0,3.4
22793,Annavaram Satyanarayana Temple Tourism Zone,Kakinada,Temple,Annavaram,17.678271,83.031837,312.2,22.6,634.0,0.4,July-October,Low,5.1,100,3.6
22794,Belum Caves,Nandyal,Caves,Belum,15.083959,78.133565,388.7,660.6,244.5,5.4,Year Round,Low,2.9,0,4.3
22795,Guntur,Guntur,Famous City,Guntur,16.3067,80.4365,33.3,409.7,388.9,0.8,November-February,Medium,5.5,0,4.1
22796,Gandikota Fort Point,YSR Kadapa,Fort,Gandikota,14.827966,78.30053,375.5,652.5,200.6,4.6,Year Round,Low,3.1,150,3.9
22797,Vizianagaram,Vizianagaram,Famous City,Vizianagaram,18.1067,83.3956,422.2,54.8,815.8,1.1,October-March,Medium,5.4,0,4.8
22798,Veerabhadra Temple Area,Sri Sathya Sai,Temple,Lepakshi,13.777413,77.587236,525.6,883.9,213.2,5.2,Year Round,Medium,5.6,200,4.7
22799,Yarada Beach Point,Visakhapatnam,Fort,Visakhapatnam,17.630444,83.243229,357.4,7.8,706.3,0.2,December-February,Medium,4.4,100,3.8
22800,Mypadu Beach Region,SPSR Nellore,Hill Station,Nellore,14.609199,80.110147,261.0,548.5,155.5,2.7,June-September,High,1.6,100,4.1
22801,Arasavalli Sun Temple View,Srikakulam,Temple,Arasavalli,18.263174,83.872229,477.6,106.0,743.1,2.3,October-March,Medium,5.5,200,4.8
22802,Visakhapatnam,Visakhapatnam,Famous City,Visakhapatnam,17.6868,83.2185,361.1,0.0,684.7,0.0,November-February,Low,5.3,0,3.5
22803,Rajamahendravaram,East Godavari,Famous City,Rajamahendravaram,17.0005,81.804,142.0,200.0,483.7,2.5,July-October,Very High,3.9,0,4.5
22804,Tirupati,Tirupati,Famous City,Tirupati,13.6288,79.4192,386.7,748.7,0.0,0.0,October-March,Medium,1.1,0,3.5
22805,Guntur,Guntur,Famous City,Guntur,16.3067,80.4365,37.3,353.2,337.8,1.0,October-March,Very High,3.6,0,4.9
22806,Draksharamam Temple Region,Kakinada,Temple,Draksharamam,16.818528,82.254152,208.4,175.7,562.3,3.4,June-September,Very High,4.5,100,3.8
22807,Talakona Waterfalls Point,Tirupati,Waterfall,Tirupati,13.81819,79.137871,403.2,747.8,39.8,1.0,October-March,Medium,4.1,100,3.6
22808,Sri Kalahasti Temple Tourism Zone,Tirupati,Temple,Srikalahasti,13.765495,79.693995,401.7,662.1,35.5,0.6,June-September,Very High,5.1,0,4.2
22809,Kurnool,Kurnool,Famous City,Kurnool,15.8281,78.0373,343.1,724.4,341.6,6.5,December-February,High,2.4,0,3.3
22810,Tirumala Venkateswara Temple View,Tirupati,Temple,Tirupati,13.7147,79.333342,367.7,646.5,16.3,0.4,Year Round,Low,2.6,150,3.8
22811,Ongole,Prakasam,Famous City,Ongole,15.5057,80.0499,144.5,446.4,238.2,3.6,Year Round,Very High,1.4,0,4.2
22812,Eluru,Eluru,Famous City,Eluru,16.7107,81.0952,56.7,304.8,472.7,1.3,October-March,Very High,4.5,0,4.1
22813,Manginapudi Beach Region,Krishna,Temple,Machilipatnam,16.196567,81.173922,74.9,305.6,414.3,1.7,June-September,Low,4.9,200,4.8
22814,Guntur,Guntur,Famous City,Guntur,16.3067,80.4365,34.1,394.8,356.4,0.7,October-March,High,4.6,0,3.4
22815,Amaravati Tourism Zone,Palnadu,Viewpoint,Amaravati,16.593645,80.343546,36.8,377.5,421.8,0.9,November-February,Low,4.5,0,4.8
22816,Bhavani Island Tourism Zone,NTR,Tourist Place,Vijayawada,16.535971,80.627965,4.5,355.0,377.8,0.1,November-February,Very High,4.6,30,3.4
22817,Araku Valley,Alluri Sitharama Raju,Hill Station,Araku,18.302252,82.868221,381.8,84.2,708.7,1.5,Year Round,High,2.8,10,3.6
22818,Tirupati,Tirupati,Famous City,Tirupati,13.6288,79.4192,384.2,751.6,0.0,0.0,June-September,Very High,3.5,0,4.0
22819,Lambasingi Point,Alluri Sitharama Raju,Hill Station,Lambasingi,17.866105,82.536685,280.7,82.5,674.0,2.1,October-March,High,2.1,10,3.5
22820,Kailasagiri Region,Visakhapatnam,Nature,Visakhapatnam,17.732359,83.32059,374.6,14.4,709.8,0.3,December-February,Medium,2.5,0,4.7
22821,Kambalakonda Wildlife Sanctuary,Visakhapatnam,Wildlife,Visakhapatnam,17.824747,83.284742,365.8,19.2,748.2,0.4,December-February,Low,5.0,10,4.3
22822,Bhavani Island View,NTR,Tourist Place,Vijayawada,16.493254,80.621161,3.7,377.0,423.2,0.1,Year Round,Low,2.9,30,3.3
22823,Mypadu Beach Tourism Zone,SPSR Nellore,Beach,Nellore,14.581785,80.059414,236.5,547.6,157.4,3.1,November-February,Very High,4.9,0,5.0
22824,Kambalakonda Wildlife Sanctuary Region,Visakhapatnam,Wildlife,Visakhapatnam,17.814528,83.327787,398.9,21.8,745.8,0.5,December-February,Medium,1.5,10,3.4
22825,Srisailam,Nandyal,Famous City,Srisailam,16.072,78.8682,239.1,526.9,329.4,4.5,November-February,Low,2.8,0,3.7
22826,Belum Caves View,Nandyal,Caves,Belum,15.132805,78.079983,363.5,688.0,257.7,6.3,June-September,Low,2.3,150,4.7
22827,Kakinada,Kakinada,Famous City,Kakinada,16.9891,82.2475,194.2,160.9,556.5,3.0,December-February,High,5.4,0,4.6
22828,Kadapa,YSR Kadapa,Famous City,Kadapa,14.4673,78.8242,365.2,737.4,137.3,2.6,November-February,Very High,4.2,0,4.9
22829,Talakona Waterfalls Point,Tirupati,Wildlife,Tirupati,13.810204,79.13638,400.7,671.3,39.0,0.9,Year Round,Very High,3.9,30,4.0
22830,Pulicat Lake Region,Tirupati,Lake/Wildlife,Sullurpeta,13.579878,80.069331,397.6,702.2,84.1,1.7,December-February,Medium,4.7,0,3.7
22831,Eluru,Eluru,Famous City,Eluru,16.7107,81.0952,55.6,287.3,469.8,1.3,Year Round,Low,2.9,0,4.5
22832,Madanapalle,Annamayya,Famous City,Madanapalle,13.55,78.5,494.9,789.4,112.6,2.6,October-March,Low,3.9,0,4.6
22833,Kanaka Durga Temple Area,NTR,Temple,Vijayawada,16.493832,80.610432,4.5,335.3,417.7,0.1,October-March,Low,4.0,200,3.6
22834,Kakinada,Kakinada,Famous City,Kakinada,16.9891,82.2475,203.1,159.7,556.5,3.7,July-October,Very High,3.4,0,3.8
22835,Dwaraka Tirumala Temple View,Eluru,Temple,Dwaraka Tirumala,16.961386,81.27614,89.5,264.3,505.7,1.7,June-September,High,5.5,0,3.6
22836,Lepakshi Tourism Zone,Sri Sathya Sai,Heritage,Lepakshi,13.826882,77.589351,536.2,820.3,240.0,5.3,July-October,High,3.0,50,3.7
22837,Simhachalam Temple Area,Visakhapatnam,Temple,Visakhapatnam,17.734815,83.222744,332.0,6.7,705.4,0.1,July-October,Medium,2.8,200,4.6
22838,Kurnool,Kurnool,Famous City,Kurnool,15.8281,78.0373,347.5,700.1,344.5,8.6,October-March,High,2.4,0,3.5
22839,Srikakulam,Srikakulam,Famous City,Srikakulam,18.2949,83.8938,493.5,120.4,832.3,2.7,Year Round,High,4.2,0,4.0
22840,Kurnool,Kurnool,Famous City,Kurnool,15.8281,78.0373,341.0,691.1,324.9,6.1,July-October,Very High,1.2,0,3.9
22841,Lepakshi Tourism Zone,Sri Sathya Sai,Heritage,Lepakshi,13.825312,77.615543,471.0,775.6,234.3,4.5,Year Round,High,5.7,0,3.9
22842,Belum Caves View,Nandyal,Landmark,Belum,15.096013,78.099855,364.9,750.0,259.9,6.0,Year Round,Medium,1.8,0,4.9
22843,Gandikota Fort View,YSR Kadapa,Fort,Gandikota,14.779754,78.298968,341.9,679.9,197.7,4.7,October-March,Low,1.9,200,4.1
22844,Kailasagiri Area,Visakhapatnam,Temple,Visakhapatnam,17.716702,83.317417,352.6,12.6,671.6,0.2,December-February,Medium,2.0,150,3.3
22845,Kailasagiri Region,Visakhapatnam,Viewpoint,Visakhapatnam,17.761245,83.316685,387.7,16.3,719.3,0.4,June-September,Medium,1.3,0,4.0
22846,Srisailam,Nandyal,Famous City,Srisailam,16.072,78.8682,219.5,577.1,316.3,4.9,October-March,Low,1.5,0,4.2
22847,Anantapur,Anantapur,Famous City,Anantapur,14.6819,77.6006,459.3,775.9,245.8,5.9,December-February,Low,5.6,0,3.8
22848,Kanaka Durga Temple,NTR,Temple,Vijayawada,16.547602,80.636758,5.4,363.7,429.1,0.1,Year Round,Medium,5.0,200,4.6
22849,Borra Caves,Alluri Sitharama Raju,Caves,Araku,18.294243,83.026628,363.9,86.6,691.2,1.6,Year Round,Low,1.4,0,4.6
22850,Kakinada,Kakinada,Famous City,Kakinada,16.9891,82.2475,199.5,150.3,577.5,3.3,Year Round,High,1.7,0,4.7
